initCGM,output_cgm,state_Q2,state_S1,state_S2,state_I,state_X1,state_X2,state_X3,state_Ug,state_Ug2
159,0.4885372519493103,-0.3156015872955322,-0.2671930193901062,-0.686766505241394,-0.666570246219635,-0.6885288953781128,-0.663586437702179,-0.6143602132797241,-0.07853110879659653,1.3624999523162842
160,0.5004638433456421,-0.30869823694229126,-0.26722174882888794,-0.6883615255355835,-0.6684032678604126,-0.691455602645874,-0.6655305027961731,-0.6158572435379028,-0.07855871319770813,1.3624999523162842
161,0.5123904943466187,-0.3015155494213104,-0.2672036588191986,-0.6899833679199219,-0.6702702045440674,-0.6937938928604126,-0.6674903631210327,-0.6175921559333801,-0.07856245338916779,1.3624999523162842
162,0.5243170857429504,-0.29406988620758057,-0.267184853553772,-0.6916611194610596,-0.6722034811973572,-0.6959841847419739,-0.669526219367981,-0.6194615364074707,-0.07856480032205582,1.3624999523162842
163,0.5362436771392822,-0.2866358160972595,-0.2671928107738495,-0.6932870745658875,-0.674077033996582,-0.6981588006019592,-0.6715078949928284,-0.6212478280067444,-0.07856729626655579,1.3624999523162842
164,0.5481703281402588,-0.27925485372543335,-0.2671898901462555,-0.6949083209037781,-0.6759452819824219,-0.7003576755523682,-0.6734672784805298,-0.6230316162109375,-0.07856964319944382,1.3624999523162842
165,0.5600969195365906,-0.2724851667881012,-0.267215371131897,-0.6965171098709106,-0.677794873714447,-0.7026240229606628,-0.6754092574119568,-0.6248511672019958,-0.0785837471485138,1.3624999523162842
166,0.5720235109329224,-0.26551711559295654,-0.2671947479248047,-0.6981234550476074,-0.6796442866325378,-0.7053363919258118,-0.6773609519004822,-0.6266114115715027,-0.07859063148498535,1.3624999523162842
167,0.5839501023292542,-0.25810545682907104,-0.2672031819820404,-0.7000784277915955,-0.6818975210189819,-0.7078441381454468,-0.6797157526016235,-0.6291566491127014,-0.0785997286438942,1.3624999523162842
168,0.5958767533302307,-0.25031670928001404,-0.26718664169311523,-0.7019581198692322,-0.6840716600418091,-0.7080426812171936,-0.6819711327552795,-0.6326187252998352,-0.0781487450003624,1.3624999523162842
169,0.6078033447265625,-0.24642722308635712,-0.2671978771686554,-0.7040039300918579,-0.686421811580658,-0.7077718377113342,-0.6845149993896484,-0.633964478969574,-0.07863867282867432,1.3624999523162842
170,0.6197299361228943,-0.24176397919654846,-0.2672153413295746,-0.7054967284202576,-0.6881347298622131,-0.7080243825912476,-0.6863858103752136,-0.6345627903938293,-0.07874665409326553,1.3624999523162842
171,0.6316565871238708,-0.23259146511554718,-0.2671864628791809,-0.7052648663520813,-0.6878562569618225,-0.7090739011764526,-0.6861634254455566,-0.6323486566543579,-0.0787336453795433,1.3624999523162842
172,0.6435831785202026,-0.2257431596517563,-0.2672217786312103,-0.7066927552223206,-0.6894980072975159,-0.7111288905143738,-0.6878995299339294,-0.6337488889694214,-0.07874618470668793,1.3624999523162842
173,0.6555097699165344,-0.21923011541366577,-0.2672100067138672,-0.7080669403076172,-0.6910817623138428,-0.7134719491004944,-0.6895637512207031,-0.6353173851966858,-0.07859622687101364,1.3624999523162842
